ruleId,className,count_Homogeneous,count_Stable,count_Propagate,count_Chaotic,count_Complex
3962600276,Stable,0,1,0,0,0
4043724190,Stable,0,1,0,0,0
913124264,Chaotic,0,0,0,1,0
2512050863,Propagate,0,0,1,0,0
2874067236,Propagate,0,0,1,0,0
1044266062,Propagate,0,0,1,0,0
693569679,Propagate,0,0,1,0,0
2219453020,Propagate,0,0,1,0,0
4212045580,Propagate,0,0,1,0,0
2550063295,Complex,0,0,0,0,1
4227744688,Propagate,0,0,1,0,0
3345484026,Complex,0,0,0,0,1
1237208407,Complex,0,0,0,0,1
291761204,Complex,0,0,0,0,1
3093603431,Propagate,0,0,1,0,0
317111320,Stable,0,1,0,0,0
2360692322,Chaotic,0,0,0,1,0
1101455665,Chaotic,0,0,0,1,0
2202626558,Chaotic,0,0,0,1,0
1486458883,Propagate,0,0,1,0,0
1745119320,Stable,0,1,0,0,0
3257624669,Chaotic,0,0,0,1,0
2182882072,Propagate,0,0,1,0,0
1738310832,Stable,0,1,0,0,0
747649622,Propagate,0,0,1,0,0
2372409237,Chaotic,0,0,0,1,0
3416570445,Complex,0,0,0,0,1
3416570452,Propagate,0,0,1,0,0
3416570454,Complex,0,0,0,0,1
3416570456,Stable,0,1,0,0,0
3416570457,Complex,0,0,0,0,1
3416570458,Complex,0,0,0,0,1
2848671505,Propagate,0,0,1,0,0
3757943200,Propagate,0,0,1,0,0
635390795,Propagate,0,0,1,0,0
705138359,Complex,0,0,0,0,1
1134196088,Complex,0,0,0,0,1
3632625517,Chaotic,0,0,0,1,0
3303232683,Chaotic,0,0,0,1,0
3626531532,Propagate,0,0,1,0,0
3530029826,Propagate,0,0,1,0,0
80757784,Stable,0,1,0,0,0
1946751253,Propagate,0,0,1,0,0
2182889684,Propagate,0,0,1,0,0
3337952166,Chaotic,0,0,0,1,0
2956559871,Propagate,0,0,1,0,0
137216107,Propagate,0,0,1,0,0
2249057058,Propagate,0,0,1,0,0
469403159,Propagate,0,0,1,0,0
4014958370,Propagate,0,0,1,0,0
3273994320,Propagate,0,0,1,0,0
2892924977,Chaotic,0,0,0,1,0
2937413298,Complex,0,0,0,0,1
2295476810,Propagate,0,0,1,0,0
3221695033,Complex,0,0,0,0,1
3825427442,Propagate,0,0,1,0,0
2086728917,Stable,0,1,0,0,0
2003987763,Propagate,0,0,1,0,0
2317505719,Complex,0,0,0,0,1
2415975551,Stable,0,1,0,0,0
2978121705,Chaotic,0,0,0,1,0
1693214611,Stable,0,1,0,0,0
2391554292,Propagate,0,0,1,0,0
335015303,Chaotic,0,0,0,1,0
184691236,Propagate,0,0,1,0,0
22274278,Complex,0,0,0,0,1
2373913117,Complex,0,0,0,0,1
1099174338,Complex,0,0,0,0,1
3968824939,Complex,0,0,0,0,1
3906343220,Homogeneous,1,0,0,0,0
2898487712,Propagate,0,0,1,0,0
1369049734,Complex,0,0,0,0,1
758238413,Chaotic,0,0,0,1,0
3408395806,Complex,0,0,0,0,1
3729942762,Complex,0,0,0,0,1
456493903,Propagate,0,0,1,0,0
2041685545,Chaotic,0,0,0,1,0
217476555,Propagate,0,0,1,0,0
3304390608,Stable,0,1,0,0,0
4038977937,Stable,0,1,0,0,0
2301247813,Complex,0,0,0,0,1
2055342111,Complex,0,0,0,0,1
3093402807,Propagate,0,0,1,0,0
2446769340,Propagate,0,0,1,0,0
4058944976,Stable,0,1,0,0,0
3121906315,Complex,0,0,0,0,1
1638010894,Chaotic,0,0,0,1,0
2799822729,Stable,0,1,0,0,0
3120718604,Propagate,0,0,1,0,0
2795832924,Chaotic,0,0,0,1,0
3899591847,Propagate,0,0,1,0,0
2822036361,Chaotic,0,0,0,1,0
2068743702,Complex,0,0,0,0,1
2068743703,Complex,0,0,0,0,1
2068743704,Complex,0,0,0,0,1
1449942193,Stable,0,1,0,0,0
4026343484,Propagate,0,0,1,0,0
2439880578,Chaotic,0,0,0,1,0
269583302,Chaotic,0,0,0,1,0
1073834549,Complex,0,0,0,0,1
3005144920,Propagate,0,0,1,0,0
3920938733,Stable,0,1,0,0,0
2375412654,Propagate,0,0,1,0,0
1395371332,Chaotic,0,0,0,1,0
155052489,Complex,0,0,0,0,1
4170966644,Stable,0,1,0,0,0
353284121,Chaotic,0,0,0,1,0
3613442669,Propagate,0,0,1,0,0
3465156668,Propagate,0,0,1,0,0
789921418,Propagate,0,0,1,0,0
4279812167,Propagate,0,0,1,0,0
2505965796,Propagate,0,0,1,0,0
2626492168,Propagate,0,0,1,0,0
2505683332,Chaotic,0,0,0,1,0
2373756578,Complex,0,0,0,0,1
2407414435,Chaotic,0,0,0,1,0
2289762916,Stable,0,1,0,0,0
1844299145,Propagate,0,0,1,0,0
3664823891,Propagate,0,0,1,0,0
287386342,Chaotic,0,0,0,1,0
3776606193,Chaotic,0,0,0,1,0
2199765183,Propagate,0,0,1,0,0
2602633874,Chaotic,0,0,0,1,0
2017093891,Complex,0,0,0,0,1
2863780551,Complex,0,0,0,0,1
2653029281,Propagate,0,0,1,0,0
3835232010,Complex,0,0,0,0,1
1051389927,Propagate,0,0,1,0,0
2947228600,Propagate,0,0,1,0,0
1696420751,Propagate,0,0,1,0,0
3033678879,Chaotic,0,0,0,1,0
3974589264,Complex,0,0,0,0,1
1474068791,Propagate,0,0,1,0,0
332754080,Propagate,0,0,1,0,0
3625484766,Propagate,0,0,1,0,0
3977335633,Propagate,0,0,1,0,0
3031808477,Complex,0,0,0,0,1
4037783112,Stable,0,1,0,0,0
2874981435,Chaotic,0,0,0,1,0
2130821781,Propagate,0,0,1,0,0
4269587015,Propagate,0,0,1,0,0
3553504543,Chaotic,0,0,0,1,0
1246790168,Stable,0,1,0,0,0
489443653,Propagate,0,0,1,0,0
1529143287,Propagate,0,0,1,0,0
980955561,Stable,0,1,0,0,0
129169252,Complex,0,0,0,0,1
3905303396,Stable,0,1,0,0,0
1560831872,Propagate,0,0,1,0,0
129266403,Complex,0,0,0,0,1
2597986793,Chaotic,0,0,0,1,0
3970506512,Propagate,0,0,1,0,0
2192385425,Chaotic,0,0,0,1,0
3866340925,Propagate,0,0,1,0,0
13744145,Propagate,0,0,1,0,0
2082697207,Complex,0,0,0,0,1
1946867636,Stable,0,1,0,0,0
4091609331,Stable,0,1,0,0,0
1572831376,Propagate,0,0,1,0,0
3982969662,Propagate,0,0,1,0,0
350296946,Propagate,0,0,1,0,0
956638752,Propagate,0,0,1,0,0
2495729370,Propagate,0,0,1,0,0
1141656174,Stable,0,1,0,0,0
1255489353,Complex,0,0,0,0,1
968433436,Propagate,0,0,1,0,0
2745319187,Propagate,0,0,1,0,0
2465465164,Propagate,0,0,1,0,0
727911825,Propagate,0,0,1,0,0
1036589055,Stable,0,1,0,0,0
473347039,Chaotic,0,0,0,1,0
9887381,Propagate,0,0,1,0,0
4083046439,Propagate,0,0,1,0,0
1577453857,Chaotic,0,0,0,1,0
3688958722,Propagate,0,0,1,0,0
2055677137,Propagate,0,0,1,0,0
552161287,Stable,0,1,0,0,0
860029293,Propagate,0,0,1,0,0
276772327,Stable,0,1,0,0,0
2509338873,Stable,0,1,0,0,0
1981391184,Propagate,0,0,1,0,0
2664129489,Chaotic,0,0,0,1,0
1086161914,Propagate,0,0,1,0,0
3006522318,Chaotic,0,0,0,1,0
3554496960,Propagate,0,0,1,0,0
2271099173,Chaotic,0,0,0,1,0
2686823868,Complex,0,0,0,0,1
3211905781,Propagate,0,0,1,0,0
626101515,Propagate,0,0,1,0,0
3734815388,Propagate,0,0,1,0,0
2119673914,Chaotic,0,0,0,1,0
331743816,Propagate,0,0,1,0,0
1446175457,Propagate,0,0,1,0,0
2756508708,Propagate,0,0,1,0,0
1245104462,Propagate,0,0,1,0,0
4244536705,Propagate,0,0,1,0,0
295474142,Propagate,0,0,1,0,0
3539842699,Homogeneous,1,0,0,0,0
1916803603,Chaotic,0,0,0,1,0
3875125994,Stable,0,1,0,0,0
2634412889,Chaotic,0,0,0,1,0
243949375,Propagate,0,0,1,0,0
721640762,Propagate,0,0,1,0,0
3415658759,Chaotic,0,0,0,1,0
2112647662,Chaotic,0,0,0,1,0
3218175282,Propagate,0,0,1,0,0
2093597419,Complex,0,0,0,0,1
1523637617,Propagate,0,0,1,0,0
1360598470,Chaotic,0,0,0,1,0
653572470,Propagate,0,0,1,0,0
4109303037,Stable,0,1,0,0,0
3146149954,Propagate,0,0,1,0,0
1650944973,Stable,0,1,0,0,0
4163869037,Propagate,0,0,1,0,0
2101740157,Chaotic,0,0,0,1,0
1885992969,Stable,0,1,0,0,0
3961469970,Propagate,0,0,1,0,0
2561262684,Propagate,0,0,1,0,0
1471626308,Complex,0,0,0,0,1
529186228,Propagate,0,0,1,0,0
4266070508,Chaotic,0,0,0,1,0
2245789947,Propagate,0,0,1,0,0
4115918621,Propagate,0,0,1,0,0
2203117301,Propagate,0,0,1,0,0
1830807098,Propagate,0,0,1,0,0
647717472,Complex,0,0,0,0,1
1444126995,Chaotic,0,0,0,1,0
1088944665,Chaotic,0,0,0,1,0
2668804125,Propagate,0,0,1,0,0
3544938385,Propagate,0,0,1,0,0
1129241829,Chaotic,0,0,0,1,0
1498224711,Complex,0,0,0,0,1
1762183088,Propagate,0,0,1,0,0
330788888,Propagate,0,0,1,0,0
3214988089,Propagate,0,0,1,0,0
4157401507,Stable,0,1,0,0,0
3578382721,Stable,0,1,0,0,0
4038213177,Complex,0,0,0,0,1
3840972897,Stable,0,1,0,0,0
3706573181,Propagate,0,0,1,0,0
1397813374,Stable,0,1,0,0,0
503374753,Propagate,0,0,1,0,0
3481307551,Propagate,0,0,1,0,0
3185318049,Propagate,0,0,1,0,0
2948472087,Propagate,0,0,1,0,0
1379319652,Stable,0,1,0,0,0
682614254,Propagate,0,0,1,0,0
2557641280,Homogeneous,1,0,0,0,0
3077110803,Complex,0,0,0,0,1
263519270,Chaotic,0,0,0,1,0
2352583387,Propagate,0,0,1,0,0
2278009060,Complex,0,0,0,0,1
951132650,Stable,0,1,0,0,0
2522880410,Chaotic,0,0,0,1,0
3543148866,Propagate,0,0,1,0,0
3395888136,Propagate,0,0,1,0,0
210674359,Propagate,0,0,1,0,0
1642746808,Complex,0,0,0,0,1
2475582152,Propagate,0,0,1,0,0
2558884068,Stable,0,1,0,0,0
3225235869,Propagate,0,0,1,0,0
1187028784,Propagate,0,0,1,0,0
2505205043,Chaotic,0,0,0,1,0
1915383158,Chaotic,0,0,0,1,0
2101898107,Propagate,0,0,1,0,0
3108172089,Complex,0,0,0,0,1
3257786163,Propagate,0,0,1,0,0
4244128438,Propagate,0,0,1,0,0
2805764684,Complex,0,0,0,0,1
7804091,Propagate,0,0,1,0,0
4025257932,Homogeneous,1,0,0,0,0
3185180719,Chaotic,0,0,0,1,0
2705923213,Propagate,0,0,1,0,0
2554828080,Propagate,0,0,1,0,0
3550835888,Propagate,0,0,1,0,0
4207589343,Homogeneous,1,0,0,0,0
746994214,Propagate,0,0,1,0,0
3544379767,Propagate,0,0,1,0,0
2234549025,Propagate,0,0,1,0,0
1059557811,Stable,0,1,0,0,0
2193178509,Chaotic,0,0,0,1,0
445571322,Propagate,0,0,1,0,0
792017599,Propagate,0,0,1,0,0
1307859713,Propagate,0,0,1,0,0
2376265790,Propagate,0,0,1,0,0
3768999038,Complex,0,0,0,0,1
1341392474,Propagate,0,0,1,0,0
1648352986,Chaotic,0,0,0,1,0
4290467266,Propagate,0,0,1,0,0
4180015695,Propagate,0,0,1,0,0
3541821716,Propagate,0,0,1,0,0
197878293,Complex,0,0,0,0,1
3720258576,Stable,0,1,0,0,0
3140561584,Propagate,0,0,1,0,0
4294966987,Homogeneous,1,0,0,0,0
4294966993,Homogeneous,1,0,0,0,0
4294967112,Homogeneous,1,0,0,0,0
4294967150,Homogeneous,1,0,0,0,0
4294967157,Homogeneous,1,0,0,0,0
4294967163,Homogeneous,1,0,0,0,0
4294967169,Homogeneous,1,0,0,0,0
4294967174,Homogeneous,1,0,0,0,0
4294967180,Homogeneous,1,0,0,0,0
4294967186,Homogeneous,1,0,0,0,0
4294967200,Homogeneous,1,0,0,0,0
4294967211,Homogeneous,1,0,0,0,0
4294967215,Homogeneous,1,0,0,0,0
4294967220,Homogeneous,1,0,0,0,0
4294967225,Homogeneous,1,0,0,0,0
4294967236,Homogeneous,1,0,0,0,0
4294967245,Homogeneous,1,0,0,0,0
4294967254,Homogeneous,1,0,0,0,0
4294967264,Homogeneous,1,0,0,0,0
4294967269,Homogeneous,1,0,0,0,0
4294967273,Homogeneous,1,0,0,0,0
4294967277,Homogeneous,1,0,0,0,0
4294967295,Homogeneous,1,0,0,0,0
4294967392,Homogeneous,1,0,0,0,0
4294967294,Homogeneous,1,0,0,0,0
1073741984,Homogeneous,1,0,0,0,0
1073741972,Homogeneous,1,0,0,0,0
1073741960,Homogeneous,1,0,0,0,0
1073741952,Homogeneous,1,0,0,0,0
1073741920,Homogeneous,1,0,0,0,0
1073741888,Homogeneous,1,0,0,0,0
1073741876,Homogeneous,1,0,0,0,0
1073741864,Homogeneous,1,0,0,0,0
1073741856,Homogeneous,1,0,0,0,0
1073741844,Homogeneous,1,0,0,0,0
1073741832,Homogeneous,1,0,0,0,0
1073741824,Homogeneous,1,0,0,0,0
168,Homogeneous,1,0,0,0,0
160,Homogeneous,1,0,0,0,0
148,Homogeneous,1,0,0,0,0
136,Homogeneous,1,0,0,0,0
128,Homogeneous,1,0,0,0,0
96,Homogeneous,1,0,0,0,0
64,Homogeneous,1,0,0,0,0
52,Homogeneous,1,0,0,0,0
32,Homogeneous,1,0,0,0,0
20,Homogeneous,1,0,0,0,0
0,Homogeneous,1,0,0,0,0
8,Homogeneous,1,0,0,0,0
2231698744,Propagate,0,0,1,0,0
3801011520,Propagate,0,0,1,0,0
5574419,Stable,0,1,0,0,0
1108974694,Chaotic,0,0,0,1,0
3416849660,Propagate,0,0,1,0,0
3136315763,Stable,0,1,0,0,0
261255787,Chaotic,0,0,0,1,0
893412720,Propagate,0,0,1,0,0
692771818,Complex,0,0,0,0,1
2525616556,Propagate,0,0,1,0,0
169233444,Propagate,0,0,1,0,0
2097054288,Stable,0,1,0,0,0
1688244725,Stable,0,1,0,0,0
2126633511,Complex,0,0,0,0,1
2878833110,Chaotic,0,0,0,1,0
54841702,Chaotic,0,0,0,1,0
1129472520,Homogeneous,1,0,0,0,0
453593917,Complex,0,0,0,0,1
2965239056,Complex,0,0,0,0,1
1407032981,Chaotic,0,0,0,1,0
1796648695,Chaotic,0,0,0,1,0
1942148652,Complex,0,0,0,0,1
1510858097,Chaotic,0,0,0,1,0
2063058675,Chaotic,0,0,0,1,0
3466293628,Chaotic,0,0,0,1,0
2610855652,Chaotic,0,0,0,1,0
3950951476,Propagate,0,0,1,0,0
4092122926,Stable,0,1,0,0,0
2715810611,Stable,0,1,0,0,0
1631691077,Chaotic,0,0,0,1,0
3661177801,Chaotic,0,0,0,1,0
660368975,Chaotic,0,0,0,1,0
1640340106,Chaotic,0,0,0,1,0
2685791440,Stable,0,1,0,0,0
371698004,Chaotic,0,0,0,1,0
3740918994,Stable,0,1,0,0,0
1650143731,Stable,0,1,0,0,0
1320467863,Chaotic,0,0,0,1,0
3832532350,Propagate,0,0,1,0,0
1056295933,Chaotic,0,0,0,1,0
1709327641,Chaotic,0,0,0,1,0
2783717956,Complex,0,0,0,0,1
1288572988,Propagate,0,0,1,0,0
3411422886,Chaotic,0,0,0,1,0
2578677362,Chaotic,0,0,0,1,0
813284652,Complex,0,0,0,0,1
1532431091,Complex,0,0,0,0,1
1969713790,Chaotic,0,0,0,1,0
2167571680,Homogeneous,1,0,0,0,0
3409465867,Chaotic,0,0,0,1,0
4158011838,Chaotic,0,0,0,1,0
1952728667,Chaotic,0,0,0,1,0
1546778668,Stable,0,1,0,0,0
3280078976,Homogeneous,1,0,0,0,0
3696935062,Complex,0,0,0,0,1
3359978006,Chaotic,0,0,0,1,0
518853449,Propagate,0,0,1,0,0
3711420377,Complex,0,0,0,0,1
2468027128,Chaotic,0,0,0,1,0
449777090,Propagate,0,0,1,0,0
875266237,Complex,0,0,0,0,1
892855334,Chaotic,0,0,0,1,0
1428150024,Propagate,0,0,1,0,0
2756033662,Chaotic,0,0,0,1,0
2070915898,Chaotic,0,0,0,1,0
905850202,Chaotic,0,0,0,1,0
548002777,Propagate,0,0,1,0,0
2681477110,Chaotic,0,0,0,1,0
31338950,Stable,0,1,0,0,0
3626805322,Propagate,0,0,1,0,0
3341291735,Chaotic,0,0,0,1,0
1500177238,Chaotic,0,0,0,1,0
3656914098,Stable,0,1,0,0,0
633089412,Chaotic,0,0,0,1,0
2038328218,Complex,0,0,0,0,1
2229725564,Complex,0,0,0,0,1
4019075904,Propagate,0,0,1,0,0
661215447,Stable,0,1,0,0,0
139979644,Complex,0,0,0,0,1
4068946127,Propagate,0,0,1,0,0
2244599750,Propagate,0,0,1,0,0
1170254471,Chaotic,0,0,0,1,0
4173445862,Stable,0,1,0,0,0
4179196640,Complex,0,0,0,0,1
1918068463,Stable,0,1,0,0,0
3966577180,Propagate,0,0,1,0,0
2827761590,Complex,0,0,0,0,1
2339887489,Chaotic,0,0,0,1,0
1813432304,Stable,0,1,0,0,0
33749858,Propagate,0,0,1,0,0
3652831195,Propagate,0,0,1,0,0
2240235309,Chaotic,0,0,0,1,0
2990530463,Propagate,0,0,1,0,0
3266318323,Stable,0,1,0,0,0
2484191560,Complex,0,0,0,0,1
4189137501,Complex,0,0,0,0,1
838022171,Complex,0,0,0,0,1
3446738623,Chaotic,0,0,0,1,0
1005342879,Propagate,0,0,1,0,0
3772773259,Stable,0,1,0,0,0
